"Date of Download: 2024-03-12_14:52:00"
"Search Parameters: Data Level:all  Trait List:  Trial List:12761  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224","Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","branching level counting|CO_334:0000079","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","dry matter content by specific gravity method|CO_334:0000160","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","frog skin disease : visual 1-5|CO_334:0000093","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","lodged plants estimation 1-3|month 4|COMP:0000369","marketable root number counting|CO_334:0000169","marketable root weight measurement in kg|CO_334:0000131","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2250636","GM11365-2","","plot","7794473","202326BCPRC_saha_rep3_GM11365-2_48","3","3","48","8","1","test","","1.2","2","13","5.7","4","2","30.4195345245974","32.7","95","14.3772893772894","7.85","1","4","1","1","19","6.8","8","20","3","255","10","6","3","1","3","2","30","4940","407","1","20","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","323717","GM3426-5","","plot","7794475","202326BCPRC_saha_rep3_GM3426-5_42","3","3","42","7","6","check","","3.7","4.7","16.7","11.3","3","1","29.2096677434241","38.4","110","13.7362637362637","7.5","1","5","2","1","20","4.8","8","20","2","210","5","6","3","1","3","2","55","4690","356","0","20","3","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2169322","GM4486-11","","plot","7794486","202326BCPRC_saha_rep3_GM4486-11_49","3","3","49","9","1","test","","3.4","4.2","17.8","10.9","1","2","33.1818984822095","40.7","120","10.2564102564103","5.6","1","4","1","1","25","4.8","8","20","2","250","5","6","3","1","2","2","40","4450","431","0","20","2","3","1","7"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","323773","SM3536-44","","plot","7794501","202326BCPRC_saha_rep3_SM3536-44_44","3","3","44","8","5","check","","1.3","1.8","9.4","4.9","3","2","26.0751975417032","30.7","100","16.025641025641","8.75","1","5","2","1","31","7.3","8","20","2","230","20","5","3","1","3","3","45","4840","284","0","20","3","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2170553","SM4569-17","","plot","7794474","202326BCPRC_saha_rep3_SM4569-17_50","3","3","50","9","2","test","","1.2","1.2","16.1","9.2","3","2","29.2552928416486","30.1","110","16.9413919413919","9.25","1","5","1","2","26","7.1","6","20","2","260","20","6","3","1","2","2","51","4990","380","0","20","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2174907","SM4850-8","","plot","7794477","202326BCPRC_saha_rep3_SM4850-8_41","3","3","41","7","5","test","","2.8","4.5","16.3","9","3","2","28.9490887394228","36.4","140","11.8131868131868","6.45","1","5","2","2","36","4.75","10","20","3","270","5","6","3","2","4","2","66","4980","371","0","20","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2175374","SM4891-13","","plot","7794485","202326BCPRC_saha_rep3_SM4891-13_39","3","3","39","7","3","test","","","","12.4","6.1","3","2","27.2540028338647","34.5","80","6.68498168498169","3.65","1","5","2","1","12","2.55","10","20","4","240","5","6","3","1","4","2","27","3020","197","0","19","3","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2175520","SM4952-5","","plot","7794497","202326BCPRC_saha_rep3_SM4952-5_52","3","3","52","9","4","test","","4","5.7","15.8","9.3","3","2","27.0552284263959","34.2","100","10.0732600732601","5.5","1","5","2","2","14","4.2","8","20","3","220","5","6","3","1","3","2","29","4210","270","0","20","2","3","1","7"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2251098","SM4963-25","","plot","7794493","202326BCPRC_saha_rep3_SM4963-25_53","3","3","53","9","5","test","","2.8","4.7","14.2","8.2","2","2","32.7991736472719","35.4","120","12.0879120879121","6.6","1","4","2","2","17","6","8","20","4","230","10","6","3","1","2","3","25","4880","463","0","20","1","3","1","7"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2251121","SM5008-33","","plot","7794490","202326BCPRC_saha_rep3_SM5008-33_47","3","3","47","8","2","test","","5","10","9.4","2.8","3","2","32.0790834845735","37.1","120","12.3626373626374","6.75","1","5","1","1","30","5.6","8","20","2","250","5","6","3","1","2","2","45","4850","442","0","20","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","2478172","SM5564-6","","plot","7794462","202326BCPRC_saha_rep3_SM5564-6_46","3","3","46","8","3","test","","","","15","8.8","3","1","31.3856164383561","33.1","110","1.19047619047619","0.65","1","5","2","2","2","0.5","8","20","3","260","20","3","3","1","4","2","4","480","42","0","17","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","7794480","202326BCPRC_saha_rep3_SMB2446-2_54","3","3","54","9","6","check","","5.4","8.3","1.8","1.2","0","1","35.4583314101084","40.5","205","18.040293040293","9.85","1","4","1","1","30","7.1","8","20","2","205","30","6","3","1","3","2","65","4860","527","0","20","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","12761","202326BCPRC_saha","202326BCPRC_saha","RCBD","5.2","3.5","","no","no","2023-May-31","2024-February-21","61","Sahagun. Cordoba, Colombia","147207","TAI8","Tai8","plot","7794487","202326BCPRC_saha_rep3_TAI8_37","3","3","37","7","1","check","","","","2.2","1.3","0","2","34.0240663358579","37.9","180","23.7179487179487","12.95","1","4","1","1","30","12.15","6","20","2","180","20","6","1","1","2","2","40","4260","431","1","20","1","3","1","3"," (Operator: lizbethpino, Time: )"
