"Date of Download: 2024-03-12_14:57:18"
"Search Parameters: Data Level:all  Trait List:  Trial List:10542,11501,11827,11750,11751  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224","Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","branching level counting|CO_334:0000079","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","dry matter content by specific gravity method|CO_334:0000160","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","frog skin disease : visual 1-5|CO_334:0000093","hydrogen cyanide ug/g wet basis|month 10|COMP:0000322","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","lodged plants estimation 1-3|month 6|COMP:0000208","marketable root number counting|CO_334:0000169","marketable root weight measurement in kg|CO_334:0000131","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","323773","SM3536-44","","plot","4825572","202224BCEAR_cere_rep3_SM3536-44_76","3","3","76","1","12","test","","","","","","3","1","30.2379089301503","","110","23.2142857142857","11.7","1","","5","1","","10","8.3","10","20","1","200","50","3","3","2","2","3","","4925","401","12","12","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2170553","SM4569-17","","plot","4825599","202224BCEAR_cere_rep3_SM4569-17_92","3","3","92","5","12","test","","","","","","5","1","33.2776056974904","","130","27.3809523809524","13.8","1","","5","1","","13","6.9","10","20","1","290","40","6","3","1","2","3","","4900","477","38","20","3","3","1","7"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2174907","SM4850-8","","plot","4825608","202224BCEAR_cere_rep3_SM4850-8_80","3","3","80","2","9","test","","","","","","1","1","34.9746085011186","","160","22.3214285714286","11.25","1","","5","1","","12","6","10","20","2","280","40","6","3","1","1","1","","5000","530","36","19","1","3","1","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2175374","SM4891-13","","plot","4825581","202224BCEAR_cere_rep3_SM4891-13_98","3","3","98","7","10","test","","","","","","2","1","36.0682950191571","","90","39.2857142857143","19.8","1","","5","1","","15","11.65","10","20","2","230","40","6","3","1","1","3","","4700","524","37","20","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251040","SM4897-22","","plot","4825546","202224BCEAR_cere_rep3_SM4897-22_97","3","3","97","7","9","test","","","","","","4","1","34.0711780575539","","140","15.3769841269841","7.75","1","","4","1","","8","4.7","10","20","2","230","20","4","3","1","2","3","","4950","502","16","15","3","3","4","8"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2175421","SM4922-6","","plot","4825556","202224BCEAR_cere_rep3_SM4922-6_105","3","3","105","9","9","test","","","","","","1","1","38.679012345679","","100","24.5039682539683","12.35","1","","5","1","","8","4.2","10","20","2","220","40","6","3","1","3","2","","4625","575","55","18","2","3","1","7"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2175520","SM4952-5","","plot","4825584","202224BCEAR_cere_rep3_SM4952-5_82","3","3","82","3","10","test","","","","","","2","1","38.1383797957494","","130","15.2777777777778","7.7","1","","5","1","","6","3.1","10","20","2","250","30","5","3","1","2","3","","4125","502","29","20","3","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251084","SM4955-23","","plot","4825598","202224BCEAR_cere_rep3_SM4955-23_94","3","3","94","6","11","test","","","","","","0","1","30.9934665226781","","260","15.0793650793651","7.6","1","","5","1","","2","0.6","6","20","3","260","50","6","3","2","3","2","","4050","346","51","20","3","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251086","SM4956-10","","plot","4825526","202224BCEAR_cere_rep3_SM4956-10_90","3","3","90","5","10","test","","","","","","3","1","31.797691927919","","120","13.7896825396825","6.95","1","","4","1","","5","2.7","10","20","2","260","40","6","3","1","3","2","","4450","399","28","20","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2175535","SM4956-6","","plot","4825578","202224BCEAR_cere_rep3_SM4956-6_75","3","3","75","1","11","test","","","","","","4","1","30.6655397390273","","140","25.7936507936508","13","1","","5","1","","11","9.9","12","20","1","310","40","3","3","1","1","3","","4600","385","12","9","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251091","SM4957-2","","plot","4825591","202224BCEAR_cere_rep3_SM4957-2_74","3","3","74","1","10","test","","","","","","3","1","31.65","","70","0.892857142857143","0.45","1","","2","1","","0","0","10","20","1","190","10","4","1","1","5","1","","450","40","3","16","1","2","4","7"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251098","SM4963-25","","plot","4825574","202224BCEAR_cere_rep3_SM4963-25_101","3","3","101","8","12","test","","","","","","1","1","35.5155287658152","","120","20.4365079365079","10.3","1","","5","1","","13","8","10","20","2","300","50","5","3","1","2","3","","4700","511","12","19","1","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2175566","SM4989-6","","plot","4825606","202224BCEAR_cere_rep3_SM4989-6_89","3","3","89","5","9","test","","","","","","0","1","32.5155757575757","","340","17.0634920634921","8.6","1","","5","1","","5","1.8","12","20","1","340","60","6","3","1","2","3","","4550","425","35","20","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251113","SM4993-9","","plot","4825593","202224BCEAR_cere_rep3_SM4993-9_83","3","3","83","3","11","test","","","","","","4","1","39.6034154535274","","130","3.47222222222222","1.75","1","","5","1","","0","0","10","20","2","260","20","1","3","2","2","3","","1025","132","9","7","3","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251117","SM5007-37","","plot","4825512","202224BCEAR_cere_rep3_SM5007-37_73","3","3","73","1","9","test","","","","","","4","1","36.7597807757167","","30","11.4087301587302","5.75","1","","5","1","","6","3.75","8","20","4","220","","5","3","1","3","2","","3350","385","16","19","3","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2175593","SM5008-19","","plot","4825523","202224BCEAR_cere_rep3_SM5008-19_87","3","3","87","4","10","test","","","","","","3","1","32.135534591195","","100","18.0555555555556","9.1","1","","4","1","","7","2.6","8","20","3","250","40","4","3","2","2","2","","4550","416","30","15","1","3","1","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251118","SM5008-25","","plot","4825579","202224BCEAR_cere_rep3_SM5008-25_104","3","3","104","8","9","test","","","","","","3","1","31.9627314814815","","90","21.4285714285714","10.8","1","","4","1","","17","8.6","8","20","3","230","40","3","3","2","2","3","","4750","430","17","4","2","3","2","7"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251121","SM5008-33","","plot","4825520","202224BCEAR_cere_rep3_SM5008-33_102","3","3","102","8","11","test","","","","","","2","1","36.0120672601385","","140","26.0912698412698","13.15","1","","5","1","","12","5.9","12","20","2","260","40","6","3","1","2","2","","4550","506","40","18","3","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","4825511","202224BCEAR_cere_rep3_SMB2446-2_103","3","3","103","8","10","check","","","","","","0","1","36.3332320162107","","120","27.3809523809524","13.8","1","","4","1","","7","7.8","6","20","3","120","20","4","3","1","2","2","","4450","502","25","17","1","3","2","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","147207","TAI8","Tai8","plot","4825540","202224BCEAR_cere_rep3_TAI8_85","3","3","85","4","12","check","","","","","","1","1","38.5728260869565","","120","26.6865079365079","13.45","1","","4","1","","13","7.9","10","20","2","250","40","6","1","1","2","2","","4725","585","25","16","1","3","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","139257","CG1141-1","","plot","6484749","202255BCEAR_stom_rep1_CG1141-1_14","1","1","14","4","3","check","","2.8","5.09","2.4","1.7","0","","34.1159885714286","37.2","130","27.9166666666667","13.4","","20.8","4","1","","22","8.2","8","20","3","130","30","6","3","1","2","3","7","4870","495","7","16","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","139257","CG1141-1","","plot","6484718","202255BCEAR_stom_rep1_CG1141-1_22","1","1","22","6","3","check","","","","","","0","","35.3411141181777","","150","25","12","","34.7","4","1","","32","9","10","20","3","150","20","6","3","1","1","3","63","4970","536","0","18","1","2","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","139268","CM4919-1","","plot","6484741","202255BCEAR_stom_rep1_CM4919-1_4","1","1","4","1","4","check","","1.54","1.67","2.4","1.4","0","","31.4159514925373","36.1","100","11.0416666666667","5.3","","98.2","4","1","","15","3.6","6","20","4","100","20","6","3","1","2","3","37","4700","412","2","20","2","2","1","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","139299","COL2215","","plot","6484691","202255BCEAR_stom_rep1_COL2215_12","1","1","12","3","4","check","","","","","","4","","37.153498273878","","50","12.9166666666667","6.2","","37.4","4","1","","10","4.2","8","20","4","160","20","6","3","1","2","3","31","4920","575","0","17","2","3","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","139299","COL2215","","plot","6484723","202255BCEAR_stom_rep1_COL2215_32","1","1","32","8","1","check","","6.92","14.51","1.8","0.9","4","","33.875553505535","39","50","16.6666666666667","8","","39","3","2","","17","6","10","20","3","130","20","6","3","1","2","3","43","4820","484","6","14","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2169244","GM10299-1","","plot","6484710","202255BCEAR_stom_rep1_GM10299-1_16","1","1","16","4","1","test","","0.31","-0.14","10.7","7.3","2","","24.212685265911","25.4","110","26.6666666666667","12.8","","24.7","4","2","","31","10.3","10","20","3","230","30","6","3","1","1","3","63","4820","232","1","12","2","3","1","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2250603","GM11213-2","","plot","6484729","202255BCEAR_stom_rep1_GM11213-2_11","1","1","11","3","3","test","","","","13.2","7.8","2","","34.2024361948956","34.6","130","8.33333333333333","4","","20.9","4","1","","9","1.3","10","20","3","170","20","6","3","1","3","2","45","3360","343","0","19","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2250627","GM11319-3","","plot","6484725","202255BCEAR_stom_rep1_GM11319-3_13","1","1","13","4","4","test","","","","17.4","9.4","4","","31.5284077892325","40.2","120","8.54166666666666","4.1","","","4","1","","11","1.9","10","20","3","200","30","6","2","1","3","2","44","3830","338","0","20","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2250636","GM11365-2","","plot","6484730","202255BCEAR_stom_rep1_GM11365-2_10","1","1","10","3","2","test","","-0.03","-0.03","13.6","7.5","4","","29.9148097076668","32.7","50","8.95833333333333","4.3","","34.4","3","1","","14","2.9","8","20","3","150","20","6","3","1","3","2","29","3940","314","1","9","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2250637","GM11365-3","","plot","6484719","202255BCEAR_stom_rep1_GM11365-3_2","1","1","2","1","2","test","","0.49","-0.12","13.6","8.4","4","","29.2577958496915","30.9","70","8.33333333333333","4","","52.9","4","1","","9","2.5","8","20","3","200","20","4","3","1","3","3","26","3860","294","0","12","2","3","1","6","Frutos (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2250667","GM11470-9","","plot","6484658","202255BCEAR_stom_rep1_GM11470-9_31","1","1","31","8","2","test","","","","11.8","6.1","3","","29.0418918918919","25.5","60","11.0416666666667","5.3","","72.9","3","1","","16","4.1","10","20","4","140","20","6","3","1","2","3","30","4640","348","2","14","1","2","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","323717","GM3426-5","","plot","6484659","202255BCEAR_stom_rep1_GM3426-5_5","1","1","5","2","4","check","","","","","","0","","32.9973254759746","","170","7.70833333333333","3.7","","157.3","3","1","","5","1.1","10","20","2","170","20","6","3","1","3","3","37","3660","351","0","20","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","323717","GM3426-5","","plot","6484709","202255BCEAR_stom_rep1_GM3426-5_7","1","1","7","2","2","check","","1.8","2.98","8.9","3.3","1","","30.305467372134","30.8","160","23.9583333333333","11.5","","107.6","4","1","","20","6.8","10","20","2","220","30","6","3","1","2","3","53","4940","404","0","8","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2169322","GM4486-11","","plot","6484696","202255BCEAR_stom_rep1_GM4486-11_26","1","1","26","7","2","test","","","","12.3","7.5","0","","28.8392269326683","30.8","150","9.16666666666667","4.4","","59.8","3","1","","6","1.7","8","20","4","150","20","6","3","1","2","3","38","4330","320","1","15","2","3","1","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2169346","GM8560-13","","plot","6484655","202255BCEAR_stom_rep1_GM8560-13_30","1","1","30","8","3","test","","","","15.7","8.5","1","","34.1471915747242","34.5","140","7.5","3.6","","73.5","4","1","","8","1.4","10","20","3","180","30","6","3","1","3","3","34","3330","339","1","19","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2169481","GM9404-1","","plot","6484686","202255BCEAR_stom_rep1_GM9404-1_1","1","1","1","1","1","test","","21.56","22.45","13.9","8.5","3","","29.1106429391504","37.2","130","10.8333333333333","5.2","","","3","1","","12","2.4","10","20","3","170","30","6","3","1","3","2","39","4710","355","0","16","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","323773","SM3536-44","","plot","6484711","202255BCEAR_stom_rep1_SM3536-44_19","1","1","19","5","3","test","","","","8","4.4","3","","27.0716950713957","28.4","100","12.5","6","","28.9","3","1","","20","4.7","10","20","3","180","20","6","3","1","2","3","37","4640","298","0","14","2","3","1","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2170553","SM4569-17","","plot","6484717","202255BCEAR_stom_rep1_SM4569-17_3","1","1","3","1","3","test","","1.48","1.87","16.1","9","3","","30.0993201483313","33.6","95","9.58333333333333","4.6","","58.6","4","1","","14","2.5","10","20","3","180","10","6","3","1","3","3","49","3520","284","0","20","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2174907","SM4850-8","","plot","6484700","202255BCEAR_stom_rep1_SM4850-8_6","1","1","6","2","3","test","","3.85","5.19","13.7","7.4","4","","35.6641597510373","41.3","100","9.16666666666667","4.4","","","4","1","","13","3","10","20","2","210","20","6","3","1","3","2","29","4330","474","0","20","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2175374","SM4891-13","","plot","6484656","202255BCEAR_stom_rep1_SM4891-13_24","1","1","24","6","1","test","","","","11","5.6","2","","28.3298002219756","31.2","130","15","7.2","","31.7","4","1","","16","5.4","10","20","3","220","20","6","3","1","2","3","30","4850","345","5","11","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2251040","SM4897-22","","plot","6484698","202255BCEAR_stom_rep1_SM4897-22_17","1","1","17","5","1","test","","0.48","1.14","9.3","5","1","","26.8735080213904","30.2","155","17.9166666666667","8.6","","32.9","3","1","","17","7","8","20","3","190","30","6","3","1","2","3","37","4990","315","0","9","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2175421","SM4922-6","","plot","6484670","202255BCEAR_stom_rep1_SM4922-6_25","1","1","25","7","1","test","","-0.61","-1.14","9.8","5.2","2","","27.79","27","160","13.125","6.3","","43.9","3","1","","23","4.9","10","20","2","210","20","6","3","1","2","2","50","4840","330","7","10","2","2","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2175520","SM4952-5","","plot","6484699","202255BCEAR_stom_rep1_SM4952-5_29","1","1","29","8","4","test","","","","14.3","8.2","2","","29.597385047385","32.1","110","10.8333333333333","5.2","","64.4","4","1","","11","2.6","10","20","3","200","20","6","3","1","2","3","33","3090","241","3","19","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2251084","SM4955-23","","plot","6484669","202255BCEAR_stom_rep1_SM4955-23_28","1","1","28","7","4","test","","","","11.3","5.2","0","","27.8833494558646","26.4","230","15.2083333333333","7.3","","72.6","5","1","","16","4","10","20","2","230","30","6","2","1","2","3","61","4440","305","2","19","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2251086","SM4956-10","","plot","6484734","202255BCEAR_stom_rep1_SM4956-10_18","1","1","18","5","2","test","","0.34","0.6","7.2","4.8","4","","22.0216077026422","21.9","80","9.375","4.5","","31.8","4","2","","12","3.5","10","20","3","210","20","6","3","1","2","3","28","4630","164","3","9","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2251091","SM4957-2","","plot","6484685","202255BCEAR_stom_rep1_SM4957-2_23","1","1","23","6","2","test","","0.15","1.17","10","5.7","3","","25.8080364427522","24.3","60","10.4166666666667","5","","","4","1","","11","2.7","10","20","3","150","20","6","1","1","2","3","48","3900","223","5","11","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11501","202255BCEAR_stom","202255BCEAR_stom","RCBD","4","4","","no","no","2022-August-05","2023-April-10","52","Santo Tomas. Atlantico, Colombia","2251098","SM4963-25","","plot","6484712","202255BCEAR_stom_rep1_SM4963-25_27","1","1","27","7","3","test","","","","13","8.4","3","","31.1699004975124","33.9","90","10","4.8","","42.3","4","1","","7","1.9","10","20","3","210","20","6","3","1","3","3","33","3740","323","1","14","3","3","1","5"," (Operator: lizbethpino, Time: )"
